"heading","guestCapacity","startingPrice","address","city","state","phoneNumber","emailAddresses","websiteLink","facebookLink","instagramLink","pinterestLink","knotPageLink","category","location"
"The Enchanted Florist and Whatnots","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-enchanted-florist-and-whatnots-oakhurst-ca-1024941","florists","Fresno, CA"
"Petals and Presents","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/petals-and-presents-exeter-ca-368672","florists","Fresno, CA"
"Botanique Floral Artistry","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/botanique-floral-artistry-fresno-ca-1086336","florists","Fresno, CA"
"Chase Flower Shop","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/chase-flower-shop-fresno-ca-432387","florists","Fresno, CA"
"Red Door Florist","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/red-door-florist-sanger-ca-874006","florists","Fresno, CA"
"Mt. Vernon Florist","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/mt-vernon-florist-bakersfield-ca-399613","florists","Fresno, CA"
"A Secret Garden Florist","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/a-secret-garden-florist-clovis-ca-489533","florists","Fresno, CA"
"Simply Flowers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/simply-flowers-fresno-ca-280266","florists","Fresno, CA"
"Willow & Water","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/willow-and-water-clovis-ca-1047532","florists","Fresno, CA"
"Cherry Blossom Bouquets","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/cherry-blossom-bouquets-bakersfield-ca-976451","florists","Fresno, CA"
"Fresh Cut Wholesale","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/fresh-cut-wholesale-visalia-ca-329943","florists","Fresno, CA"
"Ramblin' Rose Florist","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/ramblin-rose-florist-lemoore-ca-399537","florists","Fresno, CA"
"Sprigs Floral Designs","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sprigs-floral-designs-san-luis-obispo-ca-308128","florists","Fresno, CA"
"Kiku Floral","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/kiku-floral-reedley-ca-559857","florists","Fresno, CA"
"Chocolates & Posies","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/chocolates-and-posies-clark-fork-id-368990","florists","Fresno, CA"
"Bloom'N'Grow Florist - Creating Memories since 1986","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bloomngrow-florist-creating-memories-since-1986-atascadero-ca-551735","florists","Fresno, CA"
"Rainbow Flowers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/rainbow-flowers-fresno-ca-369396","florists","Fresno, CA"
"Rustic Roots Floral Design","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/rustic-roots-floral-design-woodlake-ca-484206","florists","Fresno, CA"
"Ash + Ivy Floral Design","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/ash-+-ivy-floral-design-exeter-ca-2051496","florists","Fresno, CA"
"White Oaks Florist","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/white-oaks-florist-bakersfield-ca-298129","florists","Fresno, CA"
"Brown Bunny Flowers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/brown-bunny-flowers-clovis-ca-321224","florists","Fresno, CA"
"Awesome Blossoms","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/awesome-blossoms-fresno-ca-211363","florists","Fresno, CA"
"San Francisco Floral Co.","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/san-francisco-floral-co-fresno-ca-292563","florists","Fresno, CA"
"Coarsegold Flower Shop","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/coarsegold-flower-shop-coarsegold-ca-291057","florists","Fresno, CA"
"To Have and To Hold Floral","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/to-have-and-to-hold-floral-visalia-ca-561542","florists","Fresno, CA"
"The Flower Shoppe","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-flower-shoppe-ridgecrest-ca-839004","florists","Fresno, CA"
"Stems At The Palatine","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/stems-at-the-palatine-fresno-ca-844873","florists","Fresno, CA"
"Apropos For Flowers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/apropos-for-flowers-fresno-ca-325392","florists","Fresno, CA"
"Christine's Flowers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/christines-flowers-visalia-ca-345415","florists","Fresno, CA"
"Flourishing Art","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/flourishing-art-bakersfield-ca-490004","florists","Fresno, CA"
"Peters Brothers Nursery","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/peters-brothers-nursery-madera-ca-429101","florists","Fresno, CA"
"Sweet Memories Flowers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sweet-memories-flowers-visalia-ca-576886","florists","Fresno, CA"
"Flower Bar","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/flower-bar-bakersfield-ca-391084","florists","Fresno, CA"
"Log Cabin Florist","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/log-cabin-florist-bakersfield-ca-645514","florists","Fresno, CA"
"Clovis Floral & Cafe","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/clovis-floral-and-cafe-clovis-ca-840999","florists","Fresno, CA"
"Events Couture","N/A","n/a","N/A","N/A","N/A","+1(661) 205-7258,6612057258","Debora@EventCouture.com","http://eventcouture.com","https://www.facebook.com/eventscouturebydebora/","http://www.instagram.com/_EventsCouture_","N/A","https://www.theknot.com/marketplace/events-couture-bakersfield-ca-2035877","wedding-planners","Fresno, CA"
"Humble Hostess LLC","N/A","n/a","N/A","N/A","N/A","+1(559) 321-4709","mira@humblehostess.net","http://www.humblehostess.net?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/114618867801687","http://www.instagram.com/humble_hostess_llc","N/A","https://www.theknot.com/marketplace/humble-hostess-llc-clovis-ca-2058113","wedding-planners","Fresno, CA"
"Enchanting Events","N/A","n/a","N/A","N/A","N/A","+1(209) 617-8372","enchantingevents24@gmail.com","https://www.facebook.com/people/Enchanting-Events/61557681262321/?mibextid=LQQJ4d&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/people/Enchanting-Events/61557681262321/?mibextid=LQQJ4d","http://www.instagram.com/https://www.instagram.com/enchantingevents_llc/","N/A","https://www.theknot.com/marketplace/enchanting-events-merced-ca-2087840","wedding-planners","Fresno, CA"
"LOM Productions Weddings and Events","N/A","n/a","N/A","N/A","N/A","+1(559) 972-4809","leslie@lomproductions.com","http://lomproductions.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://facebook.com/lomproductions","http://www.instagram.com/lomproductions_weddings_events","http://www.pinterest.com/lomproductions","https://www.theknot.com/marketplace/lom-productions-weddings-and-events-visalia-ca-892068","wedding-planners","Fresno, CA"
"VALLEY DECORS","N/A","n/a","N/A","N/A","N/A","+1(559) 649-8964","info@valleydecors.com","https://valleydecors.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/valleydecors?paipv=0&eav=AfZw22-AO3AEcZb6fcmGUjXe2BTyZaB-NYYlWAuEYGdhDZ0Z0jmDt4oRM1gLR2CrD6Y&_rdr","http://www.instagram.com/valleydecors","N/A","https://www.theknot.com/marketplace/valley-decors-clovis-ca-2086232","wedding-planners","Fresno, CA"
"Shelley Ann Events","N/A","n/a","N/A","N/A","N/A","+1(702) 510-7241","shelleyannevents@gmail.com","https://shelleyannevents.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/shelleyannevents","N/A","https://www.theknot.com/marketplace/shelley-ann-events-visalia-ca-2056415","wedding-planners","Fresno, CA"
"Tying Knots Wedding Planning","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/tying-knots-wedding-planning-clovis-ca-2046064","wedding-planners","Fresno, CA"
"Pure Velvet Event Planning","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/pure-velvet-event-planning-clovis-ca-2048464","wedding-planners","Fresno, CA"
"Blu Events Planning & Design","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/blu-events-planning-and-design-bakersfield-ca-665595","wedding-planners","Fresno, CA"
"Simply Delightful Weddings and Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/simply-delightful-weddings-and-events-visalia-ca-2054576","wedding-planners","Fresno, CA"
"Simply Chic Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/simply-chic-events-bakersfield-ca-828088","wedding-planners","Fresno, CA"
"The Social Spree","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-social-spree-fresno-ca-1033685","wedding-planners","Fresno, CA"
"Vanessa Noel Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/vanessa-noel-events-santa-barbara-ca-867594","wedding-planners","Fresno, CA"
"A Trulove Wedding","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/a-trulove-wedding-ridgecrest-ca-2007151","wedding-planners","Fresno, CA"
"My Sorted Affair","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/my-sorted-affair-bakersfield-ca-483714","wedding-planners","Fresno, CA"
"Extraordinary Life Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/extraordinary-life-events-fresno-ca-1031450","wedding-planners","Fresno, CA"
"Nicci George Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/nicci-george-events-bakersfield-ca-2020503","wedding-planners","Fresno, CA"
"Genesis Master of Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/genesis-master-of-events-oklahoma-city-ok-589658","wedding-planners","Fresno, CA"
"Eclectic Affairs","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/eclectic-affairs-fresno-ca-957191","wedding-planners","Fresno, CA"
"Crafti.Ess.t","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/craftiesst-fresno-ca-2042906","wedding-planners","Fresno, CA"
"Aisle Plan It","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/aisle-plan-it-paso-robles-ca-2021666","wedding-planners","Fresno, CA"
"TopLine Events & Design","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/topline-events-and-design-bakersfield-ca-2036000","wedding-planners","Fresno, CA"
"Detailed Touch Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/detailed-touch-events-bakersfield-ca-1063949","wedding-planners","Fresno, CA"
"Mad Wedding Planners","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/mad-wedding-planners-bakersfield-ca-2066764","wedding-planners","Fresno, CA"
"Wedding Vibe Central","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/wedding-vibe-central-fresno-ca-2085748","wedding-planners","Fresno, CA"
"Touch Of Elegance","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/touch-of-elegance-sanger-ca-2030687","wedding-planners","Fresno, CA"
"Dream Day Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dream-day-events-clovis-ca-2060237","wedding-planners","Fresno, CA"
"One Eleven Events Company","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/one-eleven-events-company-fresno-ca-2035875","wedding-planners","Fresno, CA"
"3B Event Planning","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/3b-event-planning-fresno-ca-2043169","wedding-planners","Fresno, CA"
"Michael Taylor Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/michael-taylor-events-la-jolla-ca-1024510","wedding-planners","Fresno, CA"
"Perfect Events Day of Coordinator","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/perfect-events-day-of-coordinator-fresno-ca-1070232","wedding-planners","Fresno, CA"
"Erika Amalia Event Design & Planning","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/erika-amalia-event-design-and-planning-fresno-ca-986109","wedding-planners","Fresno, CA"
"Drops Of Honey Designs","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/drops-of-honey-designs-visalia-ca-748603","wedding-planners","Fresno, CA"
"Yosemite Area Events, LLC","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/yosemite-area-events-llc-oakhurst-ca-1059904","wedding-planners","Fresno, CA"
"Fairy Godmother a Wedding and Event Company","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/fairy-godmother-a-wedding-and-event-company-bakersfield-ca-922645","wedding-planners","Fresno, CA"
"Weddings by Cassandra","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/weddings-by-cassandra-fresno-ca-434406","wedding-planners","Fresno, CA"
"Visalia Wedding Solutions","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/visalia-wedding-solutions-visalia-ca-626551","wedding-planners","Fresno, CA"
"Peony Blue Weddings","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/peony-blue-weddings-fresno-ca-693856","wedding-planners","Fresno, CA"
"ECLECTIC-EVENTS","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/eclecticevents-fresno-ca-341931","wedding-planners","Fresno, CA"
"Fresno Event Group","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/fresno-event-group-fresno-ca-518884","wedding-planners","Fresno, CA"
"She's The One Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/shes-the-one-events-bakersfield-ca-1025283","wedding-planners","Fresno, CA"
"Ma Belle Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/ma-belle-events-bakersfield-ca-664769","wedding-planners","Fresno, CA"
"Charmed Events & Catering","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/charmed-events-and-catering-paso-robles-ca-1068560","wedding-planners","Fresno, CA"
"The One Wedding Planner","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-one-wedding-planner-lemoore-ca-1025891","wedding-planners","Fresno, CA"
"Sapphire Events Llc","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sapphire-events-llc-bakersfield-ca-819312","wedding-planners","Fresno, CA"
"Mrs. deCastro Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/mrs-decastro-events-tehachapi-ca-963872","wedding-planners","Fresno, CA"
"Mint Design Weddings & Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/mint-design-weddings-and-events-bakersfield-ca-755634","wedding-planners","Fresno, CA"
"Prazeres Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/prazeres-events-fresno-ca-719350","wedding-planners","Fresno, CA"
"Blazeny Wedding Designs","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/blazeny-wedding-designs-bakersfield-ca-1088306","wedding-planners","Fresno, CA"
"Oh So Purdy Event Coordinating","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/oh-so-purdy-event-coordinating-bakersfield-ca-1067980","wedding-planners","Fresno, CA"
"Leighton's Jewelers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/leightons-jewelers-madera-ca-643477","jewelers","Fresno, CA"
"The Vault Jewelers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-vault-jewelers-fresno-ca-661888","jewelers","Fresno, CA"
"Orloff Jewelers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/orloff-jewelers-fresno-ca-2033852","jewelers","Fresno, CA"
"Gianni Fine Jewelers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/gianni-fine-jewelers-fresno-ca-644371","jewelers","Fresno, CA"
"American Jewelry Co.","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/american-jewelry-co-bakersfield-ca-877374","jewelers","Fresno, CA"
"Latham-Sheets Jewelers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/lathamsheets-jewelers-bakersfield-ca-872526","jewelers","Fresno, CA"
"Viva La Vault","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/viva-la-vault-fresno-ca-352373","jewelers","Fresno, CA"
"Knutson Jewelers","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/knutson-jewelers-clovis-ca-790558","jewelers","Fresno, CA"
"Sweet Cakes By Tay","N/A","n/a","N/A","N/A","N/A","+1(559) 575-5893","owner@sweetcakesbytay.com","https://sweetcakesbytay.com/","https://www.facebook.com/sweetcakesbytay.com","http://www.instagram.com/sweetcakesbytay.com","N/A","https://www.theknot.com/marketplace/sweet-cakes-by-tay-clovis-ca-2082209","wedding-cake-bakeries","Fresno, CA"
"Frosted Cakery","N/A","n/a","N/A","N/A","N/A","+1(559) 917-8880","Bevy@frostedcakery.com","http://www.frostedcakery.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/pages/Fresno-CA/Frosted-Cakery/73952218663","N/A","N/A","https://www.theknot.com/marketplace/frosted-cakery-fresno-ca-388792","wedding-cake-bakeries","Fresno, CA"
"Eddie's Bakery Cafe","N/A","n/a","N/A","N/A","N/A","+1(559) 323-2182","weddings@eddiesbakerycafe.com","http://www.eddiesbakerycafe.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/eddiesbakerycafe","http://www.instagram.com/eddiesbakery_weddings","http://www.pinterest.com/fresnobakery","https://www.theknot.com/marketplace/eddies-bakery-cafe-fresno-ca-312513","wedding-cake-bakeries","Fresno, CA"
"Flour Petal Cakes","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/flour-petal-cakes-exeter-ca-2075797","wedding-cake-bakeries","Fresno, CA"
"GhilaDolci Bakery","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/ghiladolci-bakery-bakersfield-ca-2003882","wedding-cake-bakeries","Fresno, CA"
"What Up Dough","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/what-up-dough-bakersfield-ca-1056537","wedding-cake-bakeries","Fresno, CA"
"Sweet Dreams Cakery","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sweet-dreams-cakery-oakhurst-ca-2076354","wedding-cake-bakeries","Fresno, CA"
"Maggie’s Macs & More","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/maggies-macs-and-more-los-banos-ca-2053089","wedding-cake-bakeries","Fresno, CA"
"Olivia's Cakes","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/olivias-cakes-visalia-ca-394101","wedding-cake-bakeries","Fresno, CA"
"Gourmet Desserts & Wedding Cakes","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/gourmet-desserts-and-wedding-cakes-visalia-ca-318358","wedding-cake-bakeries","Fresno, CA"
"Chiffonos Bakery","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/chiffonos-bakery-fresno-ca-289739","wedding-cake-bakeries","Fresno, CA"
"Goodies Cookies","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/goodies-cookies-visalia-ca-1067194","wedding-cake-bakeries","Fresno, CA"
"Rubia's Gourmet Churro Co.","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/rubias-gourmet-churro-co-sanger-ca-1053541","wedding-cake-bakeries","Fresno, CA"
"Creme De La Cake","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/creme-de-la-cake-fresno-ca-319897","wedding-cake-bakeries","Fresno, CA"
"Donut Fantasy","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/donut-fantasy-fresno-ca-1056723","wedding-cake-bakeries","Fresno, CA"
"Safari Smores MarshMallow Treats","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/safari-smores-marshmallow-treats-fresno-ca-1024942","wedding-cake-bakeries","Fresno, CA"
"Jewelz Edible Creations","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/jewelz-edible-creations-fresno-ca-1025660","wedding-cake-bakeries","Fresno, CA"
"Old Fashioned Lounge","N/A","n/a","N/A","N/A","N/A","+1(805) 888-2621","oldfashionedloungeusa@gmail.com","http://www.oldfashionedlounge.com","http://www.facebook.com/oldfashionedlounge","http://www.instagram.com/https://www.instagram.com/oldfashionedlounge/","http://www.pinterest.com/Oldfashionedlounge","https://www.theknot.com/marketplace/old-fashioned-lounge-san-luis-obispo-ca-2078951","bar-services","Fresno, CA"
"Trailer Full","N/A","n/a","N/A","N/A","N/A","+1(559) 907-7477","info@trailerfullca.com","http://www.trailerfullca.com/gallery?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/trailerfullca?igsh=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr","N/A","https://www.theknot.com/marketplace/trailer-full-fresno-ca-2033299","bar-services","Fresno, CA"
"DAOU Vineyards","N/A","n/a","N/A","N/A","N/A","+1(805) 369-6702","nervin@daouvineyards.com","https://daouvineyards.com/inside-sales","https://www.facebook.com/DAOUVineyards","http://www.instagram.com/daouvineyards","N/A","https://www.theknot.com/marketplace/daou-vineyards-paso-robles-ca-2086593","bar-services","Fresno, CA"
"Left Coast Libations","N/A","n/a","N/A","N/A","N/A","+112096312077","leftcoastlibations@gmail.com","https://www.facebook.com/profile.php?id=61566760306221&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/profile.php?id=61566760306221","http://www.instagram.com/leftcoastlibations","N/A","https://www.theknot.com/marketplace/left-coast-libations-merced-ca-2088541","bar-services","Fresno, CA"
"Jelizm's Elixirs","N/A","n/a","N/A","N/A","N/A","+1(559) 577-5684","Jelizm92@gmail.com","http://Instagram.com_elixirs_312","N/A","http://www.instagram.com/Jem_Fresno","N/A","https://www.theknot.com/marketplace/jelizms-elixirs-fresno-ca-2087216","bar-services","Fresno, CA"
"The Nitro Bike","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-nitro-bike-visalia-ca-2016398","bar-services","Fresno, CA"
"Bottles Up Bar Service","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bottles-up-bar-service-tulare-ca-2076838","bar-services","Fresno, CA"
